"","gene.list"
"11303","SNORA71A"
"11304","SNORA71C"
"11305","SNORA71D"
"11306","MAFB"
"11307","ZHX3"
"11308","EMILIN3"
"11309","CHD6"
"11310","PTPRT"
"11311","JPH2"
"11312","C20orf111"
"11313","FITM2"
"11314","C20orf62"
"11315","SERINC3"
"11316","ADA"
"11317","RIMS4"
"11318","TOMM34"
"11319","WFDC5"
"11320","WFDC12"
"11321","SLPI"
"11322","MATN4"
"11323","SDC4"
"11324","TP53TG5"
"11325","WFDC6"
"11326","WFDC3"
"11327","TNNC2"
"11328","ACOT8"
"11329","C20orf165"
"11330","NEURL2"
"11331","PLTP"
"11332","ZNF335"
"11333","NCOA5"
"11334","CDH22"
"11335","SLC35C2"
"11336","ELMO2"
"11337","ZNF663"
"11338","ZNF334"
"11339","C20orf123"
"11340","SLC13A3"
"11341","TP53RK"
"11342","ZMYND8"
"11343","SULF2"
"11344","PREX1"
"11345","STAU1"
"11346","ZNFX1"
"11347","KCNB1"
"11348","PTGIS"
"11349","B4GALT5"
"11350","SPATA2"
"11351","TMEM189"
"11352","FAM65C"
"11353","TMSB4X"
"11354","ADNP"
"11355","DPM1"
"11356","KCNG1"
"11357","NFATC2"
"11358","ATP9A"
"11359","SALL4"
"11360","ZFP64"
"11361","ZNF217"
"11362","SUMO1P1"
"11363","BCAS1"
"11364","AURKA"
"11365","GCNT7"
"11366","BMP7"
"11367","CTCFL"
"11368","ZBP1"
"11369","PMEPA1"
"11370","ANKRD60"
"11371","PPP4R1L"
"11372","APCDD1L"
"11373","MIR296"
"11374","CTSZ"
"11375","ATP5E"
"11376","SLMO2"
"11377","SYCP2"
"11378","PPP1R3D"
"11379","TAF4"
"11380","PSMA7"
"11381","HRH3"
"11382","LAMA5"
"11383","CABLES2"
"11384","C20orf151"
"11385","GATA5"
"11386","C20orf200"
"11387","FLJ32154"
"11388","C20orf90"
"11389","TCFL5"
"11390","DIDO1"
"11391","BHLHE23"
"11392","NCRNA00029"
"11393","YTHDF1"
"11394","NKAIN4"
"11395","CHRNA4"
"11396","KCNQ2"
"11397","EEF1A2"
"11398","PTK6"
"11399","SRMS"
"11400","PRIC285"
"11401","GMEB2"
"11402","STMN3"
"11403","ARFRP1"
"11404","ZBTB46"
"11405","C20orf181"
"11406","UCKL1"
"11407","ZNF512B"
"11408","SAMD10"
"11409","SOX18"
"11410","RGS19"
"11411","C20orf201"
"11412","NPBWR2"
"11413","ANKRD30BP2"
"11414","KGFLP1"
"11415","USP25"
"11416","C21orf34"
"11417","MIR99A"
"11418","CXADR"
"11419","CHODL"
"11420","PPIA"
"11421","NCAM2"
"11422","MIR155"
"11423","JAM2"
"11424","GABPA"
"11425","C21orf118"
"11426","USP16"
"11427","C21orf7"
"11428","BACH1"
"11429","NCRNA00258"
"11430","GRIK1-AS"
"11431","KRTAP13-4"
"11432","KRTAP6-3"
"11433","KRTAP22-1"
"11434","KRTAP20-4"
"11435","KRTAP20-2"
"11436","SOD1"
"11437","HUNK"
"11438","MRAP"
"11439","C21orf119"
"11440","C21orf63"
"11441","C21orf49"
"11442","OLIG2"
"11443","OLIG1"
"11444","IFNAR2"
"11445","IL10RB"
"11446","IFNAR1"
"11447","IFNGR2"
"11448","SON"
"11449","ITSN1"
"11450","FLJ46020"
"11451","SLC5A3"
"11452","C21orf82"
"11453","FAM165B"
"11454","CLIC6"
"11455","CBR1"
"11456","CBR3"
"11457","DOPEY2"
"11458","MORC3"
"11459","CHAF1B"
"11460","SIM2"
"11461","DSCR6"
"11462","TTC3"
"11463","DSCR9"
"11464","DYRK1A"
"11465","DSCR10"
"11466","KCNJ15"
"11467","ETS2"
"11468","WRB"
"11469","SH3BGR"
"11470","B3GALT5"
"11471","IGSF5"
"11472","PCP4"
"11473","BACE2"
"11474","FAM3B"
"11475","MX2"
"11476","MX1"
"11477","UMODL1"
"11478","ABCG1"
"11479","UBASH3A"
"11480","SLC37A1"
"11481","PDE9A"
"11482","NDUFV3"
"11483","PKNOX1"
"11484","CRYAA"
"11485","FLJ41733"
"11486","C21orf125"
"11487","HIST1H2BK"
"11488","RRP1B"
"11489","PDXK"
"11490","RRP1"
"11491","AGPAT3"
"11492","TRAPPC10"
"11493","PWP2"
"11494","C21orf33"
"11495","AIRE"
"11496","PFKL"
"11497","C21orf2"
"11498","TRPM2"
"11499","LRRC3"
"11500","C21orf30"
"11501","C21orf90"
"11502","KRTAP10-4"
"11503","KRTAP10-7"
"11504","KRTAP10-8"
"11505","KRTAP10-9"
"11506","KRTAP10-10"
"11507","KRTAP10-11"
"11508","KRTAP12-3"
"11509","KRTAP10-12"
"11510","C21orf70"
"11511","ADARB1"
"11512","C21orf89"
"11513","COL18A1"
"11514","PCBP3"
"11515","COL6A1"
"11516","COL6A2"
"11517","MCM3AP-AS"
"11518","C21orf57"
"11519","PCNT"
"11520","DIP2A"
"11521","PRMT2"
"11522","LOC441956"
"11523","C21orf15"
"11524","C21orf81"
"11525","HSPA13"
"11526","SAMSN1"
"11527","NRIP1"
"11528","BTG3"
"11529","C21orf91"
"11530","MRPL39"
"11531","ATP5J"
"11532","APP"
"11533","CYYR1"
"11534","ADAMTS1"
"11535","ADAMTS5"
"11536","N6AMT1"
"11537","LTN1"
"11538","RWDD2B"
"11539","CCT8"
"11540","CLDN8"
"11541","KRTAP24-1"
"11542","KRTAP23-1"
"11543","KRTAP19-1"
"11544","KRTAP19-5"
"11545","KRTAP6-2"
"11546","KRTAP6-1"
"11547","KRTAP8-1"
"11548","KRTAP11-1"
"11549","TIAM1"
"11550","SFRS15"
"11551","C21orf45"
"11552","URB1"
"11553","SNORA80"
"11554","TCP10L"
"11555","C21orf59"
"11556","SYNJ1"
"11557","GCFC1"
"11558","TMEM50B"
"11559","DNAJC28"
"11560","GART"
"11561","DONSON"
"11562","CRYZL1"
"11563","ATP5O"
"11564","KCNE1"
"11565","RCAN1"
"11566","RUNX1"
"11567","SETD4"
"11568","HLCS"
"11569","PIGP"
"11570","DSCR3"
"11571","DSCR4"
"11572","ERG"
"11573","FLJ45139"
"11574","C21orf104"
"11575","PSMG1"
"11576","BRWD1"
"11577","NCRNA00257"
"11578","HMGN1"
"11579","LCA5L"
"11580","C21orf88"
"11581","DSCAM"
"11582","PLAC4"
"11583","TMPRSS2"
"11584","C21orf129"
"11585","RIPK4"
"11586","PRDM15"
"11587","C2CD2"
"11588","ZNF295"
"11589","C21orf128"
"11590","TFF3"
"11591","TFF2"
"11592","TFF1"
"11593","TMPRSS3"
"11594","RSPH1"
"11595","WDR4"
"11596","C21orf105"
"11597","CBS"
"11598","U2AF1"
"11599","SIK1"
"11600","C21orf84"
"11601","HSF2BP"
"11602","CSTB"
"11603","LOC284837"
"11604","LOC100129890"
"11605","ICOSLG"
"11606","DNMT3L"
"11607","C21orf29"
"11608","KRTAP10-1"
"11609","KRTAP10-2"
"11610","KRTAP10-3"
"11611","KRTAP10-5"
"11612","KRTAP10-6"
"11613","KRTAP12-4"
"11614","KRTAP12-2"
"11615","KRTAP12-1"
"11616","UBE2G2"
"11617","SUMO3"
"11618","PTTG1IP"
"11619","ITGB2"
"11620","C21orf67"
"11621","C21orf122"
"11622","POFUT2"
"11623","NCRNA00205"
"11624","C21orf93"
"11625","NCRNA00175"
"11626","SLC19A1"
"11627","FTCD"
"11628","C21orf56"
"11629","LSS"
"11630","MCM3AP"
"11631","C21orf58"
"11632","S100B"
"11633","LOC100288884"
"11634","MAFIP"
"11635","psiTPTE22"
"11636","IL17RA"
"11637","CECR4"
"11638","CECR2"
"11639","SLC25A18"
"11640","BCL2L13"
"11641","C22orf37"
"11642","PEX26"
"11643","TUBA8"
"11644","USP18"
"11645","LOC729461"
"11646","POM121L8P"
"11647","DGCR6"
"11648","DGCR5"
"11649","TSSK2"
"11650","MRPL40"
"11651","CDC45"
"11652","SEPT5"
"11653","GP1BB"
"11654","TBX1"
"11655","COMT"
"11656","C22orf25"
"11657","MIR185"
"11658","DGCR8"
"11659","RANBP1"
"11660","ZDHHC8"
"11661","LOC150197"
"11662","LOC440792"
"11663","TMEM191A"
"11664","ZNF74"
"11665","MED15"
"11666","POM121L4P"
"11667","SERPIND1"
"11668","SNAP29"
"11669","CRKL"
"11670","AIFM3"
"11671","LZTR1"
"11672","P2RX6"
"11673","LOC400891"
"11674","BCR"
"11675","POM121L1P"
"11676","RIMBP3"
"11677","HIC2"
"11678","CCDC116"
"11679","SDF2L1"
"11680","MIR130B"
"11681","PPIL2"
"11682","IGLL5"
"11683","IGLV6-57"
"11684","IGLV7-46"
"11685","GGTLC2"
"11686","GNAZ"
"11687","RAB36"
"11688","FBXW4P1"
"11689","RGL4"
"11690","MIF"
"11691","C22orf15"
"11692","MMP11"
"11693","SMARCB1"
"11694","SLC2A11"
"11695","DDT"
"11696","GSTT2"
"11697","CABIN1"
"11698","SUSD2"
"11699","POM121L9P"
"11700","SPECC1L"
"11701","ADORA2A"
"11702","UPB1"
"11703","SNRPD3"
"11704","GGT1"
"11705","SGSM1"
"11706","KIAA1671"
"11707","CRYBB3"
"11708","CRYBB2"
"11709","IGLL3P"
"11710","CRYBB2P1"
"11711","ADRBK2"
"11712","MYO18B"
"11713","SEZ6L"
"11714","ASPHD2"
"11715","SRRD"
"11716","CRYBA4"
"11717","TTC28-AS"
"11718","HSCB"
"11719","CCDC117"
"11720","ZNRF3"
"11721","KREMEN1"
"11722","EMID1"
"11723","EWSR1"
"11724","GAS2L1"
"11725","NEFH"
"11726","NF2"
"11727","CABP7"
"11728","UQCR10"
"11729","MTMR3"
"11730","LIF"
"11731","CCDC157"
"11732","SEC14L2"
"11733","MTFP1"
"11734","LOC646513"
"11735","SEC14L4"
"11736","TCN2"
"11737","SLC35E4"
"11738","OSBP2"
"11739","C22orf27"
"11740","TUG1"
"11741","SMTN"
"11742","INPP5J"
"11743","RNF185"
"11744","LIMK2"
"11745","MGC15705"
"11746","FLJ20464"
"11747","DRG1"
"11748","SFI1"
"11749","DEPDC5"
"11750","YWHAH"
"11751","SLC5A1"
"11752","LOC100130269"
"11753","FBXO7"
"11754","TIMP3"
"11755","ISX"
"11756","HMGXB4"
"11757","TOM1"
"11758","HMOX1"
"11759","MCM5"
"11760","RASD2"
"11761","APOL6"
"11762","APOL1"
"11763","NCF4"
"11764","CSF2RB"
"11765","MPST"
"11766","KCTD17"
"11767","TMPRSS6"
"11768","CYTH4"
"11769","CDC42EP1"
"11770","GGA1"
"11771","SH3BP1"
"11772","PDXP"
"11773","LGALS1"
"11774","NOL12"
"11775","TRIOBP"
"11776","H1F0"
"11777","GCAT"
"11778","GALR3"
"11779","EIF3L"
"11780","MICALL1"
"11781","POLR2F"
"11782","PICK1"
"11783","MAFF"
"11784","KDELR3"
"11785","CBY1"
"11786","GTPBP1"
"11787","APOBEC3A"
"11788","APOBEC3B"
"11789","APOBEC3C"
"11790","APOBEC3D"
"11791","APOBEC3F"
"11792","APOBEC3G"
"11793","SYNGR1"
"11794","TAB1"
"11795","MGAT3"
"11796","SMCR7L"
"11797","ATF4"
"11798","CACNA1I"
"11799","GRAP2"
"11800","FAM83F"
"11801","TNRC6B"
"11802","ADSL"
"11803","SGSM3"
"11804","MCHR1"
"11805","LOC100288034"
"11806","XPNPEP3"
"11807","RBX1"
"11808","EP300"
"11809","L3MBTL2"
"11810","ZC3H7B"
"11811","TEF"
"11812","ACO2"
"11813","CSDC2"
"11814","XRCC6"
"11815","C22orf46"
"11816","MEI1"
"11817","CCDC134"
"11818","SREBF2"
"11819","LOC339674"
"11820","SEPT3"
"11821","WBP2NL"
"11822","FAM109B"
"11823","C22orf32"
"11824","LOC388906"
"11825","SERHL"
"11826","SERHL2"
"11827","RNU12"
"11828","BIK"
"11829","TSPO"
"11830","MPPED1"
"11831","PNPLA3"
"11832","SAMM50"
"11833","PARVB"
"11834","PARVG"
"11835","NCRNA00207"
"11836","PRR5"
"11837","NUP50"
"11838","UPK3A"
"11839","FAM118A"
"11840","RIBC2"
"11841","FBLN1"
"11842","ATXN10"
"11843","LOC400931"
"11844","MIRLET7A3"
"11845","MIRLET7B"
"11846","PPARA"
"11847","TTC38"
"11848","GTSE1"
"11849","TRMU"
"11850","GRAMD4"
"11851","TBC1D22A"
"11852","FAM19A5"
"11853","FLJ44385"
"11854","ZBED4"
"11855","CRELD2"
"11856","PIM3"
"11857","MOV10L1"
"11858","PANX2"
"11859","TRABD"
"11860","SELO"
"11861","PPP6R2"
"11862","ADM2"
"11863","MIOX"
"11864","NCAPH2"
"11865","KLHDC7B"
"11866","MAPK8IP2"
"11867","SHANK3"
"11868","CCT8L2"
"11869","GAB4"
"11870","CECR6"
"11871","CECR5"
"11872","CECR1"
"11873","ATP6V1E1"
"11874","BID"
"11875","MICAL3"
"11876","LOC100129113"
"11877","GGT3P"
"11878","PRODH"
"11879","DGCR2"
"11880","DGCR14"
"11881","GSC2"
"11882","SLC25A1"
"11883","CLTCL1"
"11884","HIRA"
"11885","C22orf39"
"11886","UFD1L"
"11887","CLDN5"
"11888","GNB1L"
"11889","TXNRD2"
"11890","ARVCF"
"11891","TRMT2A"
"11892","RTN4R"
"11893","DGCR6L"
"11894","PI4KAP2"
"11895","SCARF2"
"11896","KLHL22"
"11897","PI4KA"
"11898","THAP7"
"11899","MGC16703"
"11900","SLC7A4"
"11901","LOC284861"
"11902","YDJC"
"11903","YPEL1"
"11904","MAPK1"
"11905","PPM1F"
"11906","TOP3B"
"11907","PRAMEL"
"11908","ZNF280B"
"11909","PRAME"
"11910","RTDR1"
"11911","ZDHHC8P1"
"11912","IGLL1"
"11913","LOC91316"
"11914","ZNF70"
"11915","VPREB3"
"11916","CHCHD10"
"11917","DERL3"
"11918","GSTT1"
"11919","GGT5"
"11920","C22orf45"
"11921","C22orf13"
"11922","C22orf36"
"11923","POM121L10P"
"11924","PIWIL3"
"11925","TMEM211"
"11926","LRP5L"
"11927","HPS4"
"11928","TFIP11"
"11929","TPST2"
"11930","CRYBB1"
"11931","MN1"
"11932","PITPNB"
"11933","TTC28"
"11934","CHEK2"
"11935","XBP1"
"11936","RHBDD3"
"11937","RASL10A"
"11938","AP1B1"
"11939","THOC5"
"11940","NIPSNAP1"
"11941","ZMAT5"
"11942","ASCC2"
"11943","OSM"
"11944","GATSL3"
"11945","TBC1D10A"
"11946","SF3A1"
"11947","KIAA1656"
"11948","RNF215"
"11949","SEC14L3"
"11950","GAL3ST1"
"11951","PES1"
"11952","DUSP18"
"11953","MORC2"
"11954","SELM"
"11955","PLA2G3"
"11956","PIK3IP1"
"11957","PATZ1"
"11958","EIF4ENIF1"
"11959","PISD"
"11960","C22orf30"
"11961","C22orf24"
"11962","C22orf42"
"11963","SLC5A4"
"11964","C22orf28"
"11965","SYN3"
"11966","LARGE"
"11967","MB"
"11968","RBFOX2"
"11969","APOL3"
"11970","APOL4"
"11971","APOL2"
"11972","MYH9"
"11973","TXN2"
"11974","FOXRED2"
"11975","EIF3D"
"11976","IFT27"
"11977","PVALB"
"11978","FLJ90680"
"11979","TST"
"11980","IL2RB"
"11981","C1QTNF6"
"11982","SSTR3"
"11983","RAC2"
"11984","ELFN2"
"11985","MFNG"
"11986","CARD10"
"11987","LGALS2"
"11988","ANKRD54"
"11989","C22orf23"
"11990","SOX10"
"11991","SLC16A8"
"11992","BAIAP2L2"
"11993","PLA2G6"
"11994","TMEM184B"
"11995","CSNK1E"
"11996","KCNJ4"
"11997","DDX17"
"11998","LOC646851"
"11999","JOSD1"
"12000","SUN2"
"12001","DNAL4"
"12002","NPTXR"
"12003","CBX6"
"12004","CBX7"
"12005","FLJ23865"
"12006","PDGFB"
"12007","RPL3"
"12008","SNORD83B"
"12009","SNORD83A"
"12010","SNORD43"
"12011","RPS19BP1"
"12012","MKL1"
"12013","SLC25A17"
"12014","ST13"
"12015","CHADL"
"12016","RANGAP1"
"12017","LOC100129648"
"12018","TOB2"
"12019","PHF5A"
"12020","POLR3H"
"12021","PMM1"
"12022","PPPDE2"
"12023","NHP2L1"
"12024","TNFRSF13C"
"12025","CENPM"
"12026","NAGA"
"12027","NDUFA6"
"12028","CYP2D6"
"12029","CYP2D7P1"
"12030","TCF20"
"12031","NFAM1"
"12032","RRP7B"
"12033","RRP7A"
"12034","POLDIP3"
"12035","CYB5R3"
"12036","ATP5L2"
"12037","A4GALT"
"12038","ARFGAP3"
"12039","PACSIN2"
"12040","TTLL1"
"12041","KIAA1654"
"12042","MCAT"
"12043","TTLL12"
"12044","FLJ30901"
"12045","SCUBE1"
"12046","EFCAB6"
"12047","SULT4A1"
"12048","PNPLA5"
"12049","KIAA1644"
"12050","LDOC1L"
"12051","PHF21B"
"12052","C22orf9"
"12053","WNT7B"
"12054","C22orf26"
"12055","LOC642648"
"12056","C22orf40"
"12057","PKDREJ"
"12058","CELSR1"
"12059","CERK"
"12060","FLJ32756"
"12061","LOC100128818"
"12062","FLJ46257"
"12063","C22orf34"
"12064","BRD1"
"12065","ALG12"
"12066","IL17REL"
"12067","TTLL8"
"12068","MLC1"
"12069","TUBGCP6"
"12070","HDAC10"
"12071","MAPK12"
"12072","MAPK11"
"12073","PLXNB2"
"12074","FAM116B"
"12075","SBF1"
"12076","LMF2"
"12077","SCO2"
"12078","TYMP"
"12079","ODF3B"
"12080","CHKB-CPT1B"
"12081","ARSA"
"12082","RABL2B"
"12083","FLJ43315"
"12084","CHL1"
"12085","CNTN4"
"12086","TRNT1"
"12087","LRRN1"
"12088","SETMAR"
"12089","ITPR1"
"12090","BHLHE40"
"12091","ARL8B"
"12092","EDEM1"
"12093","GRM7"
"12094","LMCD1"
"12095","LOH3CR2A"
"12096","CAV3"
"12097","THUMPD3"
"12098","SETD5"
"12099","MTMR14"
"12100","CPNE9"
"12101","BRPF1"
"12102","TTLL3"
"12103","OGG1"
"12104","ARPC4"
"12105","JAGN1"
"12106","IL17RE"
"12107","IL17RC"
"12108","CRELD1"
"12109","TMEM111"
"12110","FANCD2"
"12111","C3orf10"
"12112","VHL"
"12113","IRAK2"
"12114","TATDN2"
"12115","C3orf42"
"12116","SLC6A11"
"12117","SLC6A1"
"12118","HRH1"
"12119","ATG7"
"12120","LOC100130924"
"12121","SYN2"
"12122","PPARG"
"12123","TSEN2"
"12124","MKRN2"
"12125","CAND2"
"12126","HDAC11"
"12127","FBLN2"
"12128","TPRXL"
"12129","TMEM43"
"12130","LSM3"
"12131","SLC6A6"
"12132","C3orf19"
"12133","C3orf20"
"12134","FGD5"
"12135","NR2C2"
"12136","CAPN7"
"12137","EAF1"
"12138","BTD"
"12139","GALNTL2"
"12140","OXNAD1"
"12141","PLCL2"
"12142","KCNH8"
"12143","RAB5A"
"12144","KAT2B"
"12145","UBE2E2"
"12146","UBE2E1"
"12147","RPL15"
"12148","NR1D2"
"12149","RARB"
"12150","OXSM"
"12151","LRRC3B"
"12152","CMC1"
"12153","RBMS3"
"12154","TGFBR2"
"12155","STT3B"
"12156","ZNF860"
"12157","GPD1L"
"12158","CMTM8"
"12159","CMTM7"
"12160","CNOT10"
"12161","TRIM71"
"12162","CCR4"
"12163","CRTAP"
"12164","FBXL2"
"12165","PDCD6IP"
"12166","STAC"
"12167","MLH1"
"12168","GOLGA4"
"12169","TCEA1"
"12170","C3orf35"
"12171","ITGA9"
"12172","CTDSPL"
"12173","VILL"
"12174","DLEC1"
"12175","MYD88"
"12176","OXSR1"
"12177","SLC22A13"
"12178","SLC22A14"
"12179","XYLB"
"12180","ACVR2B"
"12181","EXOG"
"12182","WDR48"
"12183","TTC21A"
"12184","CCR8"
"12185","SLC25A38"
"12186","SNORA6"
"12187","SNORA62"
"12188","MOBP"
"12189","MYRIP"
"12190","EIF1B"
"12191","ENTPD3"
"12192","ZNF619"
"12193","ZNF620"
"12194","ZNF621"
"12195","CTNNB1"
"12196","TRAK1"
"12197","VIPR1"
"12198","SS18L2"
"12199","NKTR"
"12200","ZBTB47"
"12201","KBTBD5"
"12202","CCBP2"
"12203","ZNF662"
"12204","FAM198A"
"12205","SNRK"
"12206","ABHD5"
"12207","MIR138-1"
"12208","C3orf77"
"12209","C3orf23"
"12210","ZNF852"
"12211","ZNF167"
"12212","ZNF197"
"12213","ZNF35"
"12214","ZNF502"
"12215","ZNF501"
"12216","KIF15"
"12217","TMEM42"
"12218","TGM4"
"12219","EXOSC7"
"12220","CLEC3B"
"12221","LARS2"
"12222","LIMD1"
"12223","SACM1L"
"12224","CCR9"
"12225","CXCR6"
"12226","CCR2"
"12227","CCR5"
"12228","CCRL2"
"12229","LUZP3P"
"12230","TMIE"
"12231","PTH1R"
"12232","NBEAL2"
"12233","KLHL18"
"12234","PTPN23"
"12235","DHX30"
"12236","CAMP"
"12237","ZNF589"
"12238","ATRIP"
"12239","ARIH2"
"12240","P4HTM"
"12241","WDR6"
"12242","NDUFAF3"
"12243","CCDC36"
"12244","KLHDC8B"
"12245","STGC3"
"12246","TCTA"
"12247","DAG1"
"12248","BSN"
"12249","APEH"
"12250","RNF123"
"12251","C3orf54"
"12252","RBM6"
"12253","RBM5"
"12254","SEMA3F"
"12255","GNAT1"
"12256","SLC38A3"
"12257","GNAI2"
"12258","SEMA3B"
"12259","IFRD2"
"12260","CYB561D2"
"12261","HEMK1"
"12262","MAPKAPK3"
"12263","DOCK3"
"12264","MANF"
"12265","RBM15B"
"12266","RAD54L2"
"12267","TEX264"
"12268","GRM2"
"12269","PARP3"
"12270","GPR62"
"12271","ABHD14A"
"12272","ACY1"
"12273","ALAS1"
"12274","PPM1M"
"12275","GLYCTK"
"12276","DNAH1"
"12277","PHF7"
"12278","NISCH"
"12279","STAB1"
"12280","C3orf78"
"12281","GNL3"
"12282","SPCS1"
"12283","ITIH1"
"12284","ITIH3"
"12285","PRKCD"
"12286","CACNA1D"
"12287","IL17RB"
"12288","CACNA2D3"
"12289","CCDC66"
"12290","APPL1"
"12291","PDE12"
"12292","SLMAP"
"12293","FLNB"
"12294","ABHD6"
"12295","RPP14"
"12296","PXK"
"12297","KCTD6"
"12298","PTPRG"
"12299","C3orf14"
"12300","ATXN7"
"12301","SLC25A26"
"12302","KBTBD8"
"12303","ARL6IP5"
"12304","MITF"
"12305","GPR27"
"12306","GXYLT2"
"12307","PPP4R2"
"12308","EBLN2"
"12309","ROBO2"
"12310","CADM2"
"12311","CHMP2B"
"12312","HTR1F"
"12313","ZNF654"
"12314","C3orf38"
"12315","EPHA3"
"12316","ARL13B"
"12317","NSUN3"
"12318","CDV3"
"12319","ARL6"
"12320","MINA"
"12321","OR5K3"
"12322","GPR15"
"12323","ST3GAL6"
"12324","COL8A1"
"12325","C3orf26"
"12326","TBC1D23"
"12327","NIT2"
"12328","TMEM45A"
"12329","TFG"
"12330","LOC100287852"
"12331","RG9MTD1"
"12332","ZBTB11"
"12333","CEP97"
"12334","FAM55C"
"12335","NFKBIZ"
"12336","ZPLD1"
"12337","ALCAM"
"12338","BBX"
"12339","DZIP3"
"12340","TRAT1"
"12341","PVRL3"
"12342","CD96"
"12343","PLCXD2"
"12344","PHLDB2"
"12345","ABHD10"
"12346","TAGLN3"
"12347","TMPRSS7"
"12348","C3orf52"
"12349","CD200"
"12350","SLC35A5"
"12351","GTPBP8"
"12352","BOC"
"12353","SIDT1"
"12354","ATP6V1A"
"12355","GRAMD1C"
"12356","ZDHHC23"
"12357","QTRTD1"
"12358","TIGIT"
"12359","GAP43"
"12360","UPK1B"
"12361","ARHGAP31"
"12362","POGLUT1"
"12363","C3orf1"
"12364","ADPRH"
"12365","PLA1A"
"12366","NR1I2"
"12367","NDUFB4"
"12368","GTF2E1"
"12369","EAF2"
"12370","SLC15A2"
"12371","CD86"
"12372","CSTA"
"12373","FAM162A"
"12374","DTX3L"
"12375","PARP15"
"12376","PARP14"
"12377","DIRC2"
"12378","PDIA5"
"12379","SEC22A"
"12380","KALRN"
"12381","UMPS"
"12382","LOC100125556"
"12383","ROPN1B"
"12384","CCDC37"
"12385","CHST13"
"12386","C3orf46"
"12387","CHCHD6"
"12388","PLXNA1"
"12389","C3orf56"
"12390","MCM2"
"12391","PODXL2"
"12392","ABTB1"
"12393","KBTBD12"
"12394","SEC61A1"
"12395","EEFSEC"
"12396","RAB7A"
"12397","ACAD9"
"12398","CCDC48"
"12399","GP9"
"12400","COPG"
"12401","C3orf37"
"12402","C3orf47"
"12403","IFT122"
"12404","RHO"
"12405","H1FOO"
"12406","TRH"
"12407","ARVP6125"
"12408","COL6A6"
"12409","ATP2C1"
"12410","NEK11"
"12411","NUDT16P1"
"12412","NUDT16"
"12413","ACPP"
"12414","DNAJC13"
"12415","CCRL1"
"12416","UBA5"
"12417","TMEM108"
"12418","BFSP2"
"12419","TF"
"12420","SRPRB"
"12421","CEP63"
"12422","EPHB1"
"12423","PPP2R3A"
"12424","PCCB"
"12425","TMEM22"
"12426","NCK1"
"12427","IL20RB"
"12428","SOX14"
"12429","CLDN18"
"12430","ARMC8"
"12431","MRAS"
"12432","ESYT3"
"12433","FAIM"
"12434","MRPS22"
"12435","BPESC1"
"12436","CLSTN2"
"12437","TRIM42"
"12438","SLC25A36"
"12439","SPSB4"
"12440","ACPL2"
"12441","ZBTB38"
"12442","RASA2"
"12443","RNF7"
"12444","ATP1B3"
"12445","PLS1"
"12446","TRPC1"
"12447","SR140"
"12448","CHST2"
"12449","PBX2"
"12450","C3orf58"
"12451","ZIC1"
"12452","AGTR1"
"12453","CPB1"
"12454","CPA3"
"12455","GYG1"
"12456","HPS3"
"12457","RNF13"
"12458","LOC646903"
"12459","TSC22D2"
"12460","EIF2A"
"12461","SELT"
"12462","MED12L"
"12463","MBNL1"
"12464","P2RY1"
"12465","RAP2B"
"12466","ARHGEF26"
"12467","MME"
"12468","GMPS"
"12469","KCNAB1"
"12470","TIPARP"
"12471","LEKR1"
"12472","PTX3"
"12473","C3orf55"
"12474","RSRC1"
"12475","MLF1"
"12476","GFM1"
"12477","LOC100287290"
"12478","MFSD1"
"12479","IQCJ"
"12480","SCHIP1"
"12481","IL12A"
"12482","LOC401097"
"12483","SMC4"
"12484","PPM1L"
"12485","NMD3"
"12486","OTOL1"
"12487","SERPINI1"
"12488","MYNN"
"12489","SEC62"
"12490","GPR160"
"12491","PRKCI"
"12492","SKIL"
"12493","CLDN11"
"12494","TMEM212"
"12495","FNDC3B"
"12496","ECT2"
"12497","NLGN1"
"12498","NAALADL2"
"12499","PIK3CA"
"12500","ZNF639"
"12501","MFN1"
"12502","ACTL6A"
"12503","NDUFB5"
"12504","USP13"
"12505","TTC14"
"12506","FXR1"
"12507","SOX2"
"12508","ATP11B"
"12509","B3GNT5"
"12510","KLHL24"
"12511","YEATS2"
"12512","HTR3D"
"12513","HTR3C"
"12514","HTR3E"
"12515","EIF2B5"
"12516","DVL3"
"12517","AP2M1"
"12518","ABCF3"
"12519","VWA5B2"
"12520","ECE2"
"12521","PSMD2"
"12522","EIF4G1"
"12523","FAM131A"
"12524","POLR2H"
"12525","CHRD"
"12526","EPHB3"
"12527","VPS8"
"12528","MAP3K13"
"12529","SENP2"
"12530","LOC344887"
"12531","DNAJB11"
"12532","FETUB"
"12533","EIF4A2"
"12534","SNORA4"
"12535","ADIPOQ"
"12536","ST6GAL1"
"12537","RTP1"
"12538","RTP4"
"12539","FLJ42393"
"12540","LPP"
"12541","TPRG1"
"12542","TP63"
"12543","CLDN16"
"12544","IL1RAP"
"12545","CCDC50"
"12546","PYDC2"
"12547","HRASLS"
"12548","OPA1"
"12549","HES1"
"12550","FAM43A"
"12551","MUC20"
"12552","SDHAP2"
"12553","LOC440993"
"12554","LOC100128262"
"12555","LOC401109"
"12556","OSTalpha"
"12557","FBXO45"
"12558","LRRC33"
"12559","PIGX"
"12560","PAK2"
"12561","SENP5"
"12562","LOC152217"
"12563","FYTTD1"
"12564","LRCH3"
"12565","RPL35A"
"12566","LMLN"
